ID,title,seller_title,additional_details,cache_price,cancellation,city,cms_activity_type,country,day_time,description,duration,ending_point,exclusions,highlights,images,inclusions,pickup_instructions,starting_point,tags,transfer,travel_group,travel_theme,type
500265,"Departing from Osaka, direct to Ine Funaya (without detouring Kyoto)","Kyoto – Amanohashidate & Ine Funaya Scenic Day Trip from Osaka, Direct to Ine",Funaya | Funaya Group Observatory | Ine Cafe boat dock | Funayanosato Park | Ine Bay Sightseeing Boat | Amanohashidate Viewland | Kaisen Bridge | Amano Hashidate Beach | Chionji Temple | 08:00 - 18:30 | Departure type: Meet up | Book now for tomorrow | Guaranteed departure | Free cancellation (24 hours notice) | Instant confirmation,,D-1,"Kyoto, Ine, Amanohashidate",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Journey from Osaka or Kyoto to the breathtaking Amanohashidate sandbar and the charming coastal village of Ine, famous for its row of traditional funaya boathouses built directly over the bay. Cruise along Ine Bay and explore the area's unique maritime heritage with an English or Chinese-speaking guide. Round-trip transfers are included, making this a relaxing and scenic escape into one of Japan's lesser-visited coastal wonders.",,,"Admission to Amanohashidate VIEWLAND Cable Car 1000 yen & Ine Bay Cruise 1200 yen (Friendly reminder: The guide will help you purchase tickets on-site. We do not recommend purchasing tickets online in advance to avoid mistakes. Thank you ~) | Meals and beverages | Other personal expenses | Friendly reminder: We will send you the tour guide information via email around 18:00 the day before your trip. Please check your inbox! Sometimes emails might be mistakenly classified as spam, so please check your spam folder. Thank you 🙏 | 🌟Due to LINE's regional restrictions ⛔, the tour guide cannot directly add you as a friend via LINE number the day before the trip. Therefore, we will create a LINE group the day before the trip and send you the LINE group link via email. After receiving the email, please actively click the link to join the LINE group so that the tour guide can communicate with you in a timely manner. Thank you 🙏",,"[{img_url=KLK_500265, img_alt=Kyoto Amanohashidate & Ine Funaya & Ine Bay Scenic Day Trip (Departing from Osaka or Kyoto)}]",Chinese / English-speaking guide | English-speaking staff | Round-trip transfers to and from the meet up location,"[Departure] Friendly reminder: We recommend arriving at the meeting point 15 minutes in advance. Thank you 😊 
We will send you the tour guide information via email around 18:00 the day before departure. Please check your inbox! Sometimes emails may be mistakenly classified as spam, so please check your spam folder. Thank you 🙏 | Please arrive at the location 15 mins before the departure time | Latecomers or no-shows can't be refunded",,Day Trips & Excursions,shared,"Couple,Friend,Family","NATURE,CULTURE,ROMANTIC",
509209,Kerama Islands Day Trip from Naha – Snorkeling & Parasailing with Equipment,Kerama Islands Day Trip from Naha – Snorkeling & Parasailing with Equipment,Keramashoto National Park | Parasailing | Departure type: Meet up | Guaranteed departure | Free cancellation (48 hours notice) | 48-hour confirmation | Valid on the selected date,,D-1,"Naha, Kerama Islands",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Discover the crystal-clear waters of the Kerama Islands, one of the world's top snorkelling destinations, on this guided day trip from Naha. A certified professional instructor leads the session, and all snorkelling equipment is provided. The ferry journey, professional guidance, and insurance are all included. Whether you're a beginner or experienced snorkeller, the vibrant coral reefs and tropical fish of Kerama make for an unforgettable adventure.",,,,,"[{img_url=KLK_509209, img_alt=Kerama Islands Snorkeling with Pick-up from Designated Spots in Naha}]","Japanese-speaking staff | Certified professional instructor | Ferry fare | Snorkeling equipment rental (mask, snorkel, fins, life jacket) | Parasailing Experience","[Departure] 【Morning Session】Meet at 08:30
【Afternoon Session】Meet at 13:00
《Address》3-20 Nishi, Naha City
※After entering the port, please look for the blue NEWS flag.
※Port parking fee is approximately 500 yen. 
 You can choose to depart at the following times: 08:30, 13:00. Make sure you take part at the time you selected at booking | [Departure] Morning session assembles at 08:00 / Afternoon session assembles at 12:40 
 You can choose to depart at the following times: 08:00, 12:40. Make sure you take part at the time you selected at booking | [Departure] Morning session: meet at 08:05 / Afternoon session: meet at 12:45 
 You can choose to depart at the following times: 08:05, 12:45. Make sure you take part at the time you selected at booking | [Departure] Morning session: meet at 08:10 / Afternoon session: meet at 12:50 
 You can choose to depart at the following times: 08:10, 12:50. Make sure you take part at the time you selected at booking | [Departure] Morning session assembles at 08:20 / Afternoon session assembles at 13:00 
 You can choose to depart at the following times: 08:20, 13:00. Make sure you take part at the time you selected at booking | [Departure] Morning session meet at 08:25 / Afternoon session meet at 13:05 
 You can choose to depart at the following times: 08:25, 13:05. Make sure you take part at the time you selected at booking | [Departure] Morning session assembles at 08:30 / Afternoon session assembles at 13:10 
 You can choose to depart at the following times: 08:30, 13:10. Make sure you take part at the time you selected at booking | Latecomers or no-shows can't be refunded | [Return] Arrival time at the port: Morning session around 12:00 / Afternoon session around 16:30
※Return time may be earlier or later depending on sea conditions.
※Travelers who meet at the location can disperse on their own.
※Travelers who have reserved the transfer service will be returned to the designated shuttle point. 
 You can choose to return at the following times: 12:00, 16:30. Options available can vary based on the departure time you selected at booking and the duration of the itinerary.",Naha Mieshiro Port,Outdoor activities & Adventure,shared,"Friend,Family,Couple","ADVENTURE,BEACH",
614532,"Osaka 5-Day Private Car Tour – Kyoto Route, English Driver, 10-Seat","Osaka 5-Day Private Car Tour – Kyoto Route, English Driver, 10-Seat",Others | Route G: [5-Day Tour. Osaka-Kyoto]1st Day: Osaka Aquarium Kaiyukan - Osaka Castle Park - Shinsaibashi Bridge - Dotonbori2nd Day: Arashiyama - Bamboo Grove - Togetsukyo Bridge - Stone Forest - Kinkaku-ji (Golden Pavilion)3rd Day: Kiyomizu-dera Temple - Ninenzaka/Sannenzaka - Sanjusangendo Temple - Fushimi Taisha Shrine4th Day: Heian Shrine - Okazaki Park - Nishiki Market - Yasaka Shrine - Hanamikoji Street5th Day: Umeda Shopping District - Shitennoji Temple - Tsutenkaku Tower - Shinsekai[Multi-day tour: Itinerary can be customized],,D-1,"Osaka, Kyoto",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Discover Japan's cultural heartland on this 5-day private chartered car tour departing from Osaka. With an English-speaking driver and hotel pick-up and drop-off included, travel at your own pace through Kyoto, Nara, and Kobe. All fuel, tolls, and parking are covered, and the daily distance allowance of 300 km gives you plenty of room to explore beyond the usual tourist trail.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
537806,Yokohama · 10 hours · Group of 1-6 · Haneda International Airport · Ansu Travel (Quality Service),"Tokyo Private 10-Hour Car with English Driver – Yokohama Day Trip, Haneda Pickup, Up to 6 Pax",Departure from Tokyo > Yokohama Port Mirai 21 > Hopi Flavor Memorial Hall > Red Brick Warehouse > Yamashita Park - Yokohama ChinaTown,,D-1,"Tokyo, Yokohama",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Yokohama in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace from Haneda Airport. Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Haneda International Airport,Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
614461,"Osaka 3-Day Private Charter Car with English Driver, 7-Seat [Osaka-Kyoto-Nara]","Osaka 3-Day Private Charter Car with English Driver, 7-Seat [Osaka-Kyoto-Nara]",Others | Route D: [3-Day Tour: Osaka-Kyoto-Nara]1 Day: Osaka City Tour2 Days: Osaka-Kyoto Tour3 Days: Osaka-Nara Tour[Multi-Day Tour: Itinerary can be customized],,D-1,"Osaka, Kyoto, Nara",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore the Kansai region over three days with a private English-speaking driver based out of Osaka. Visit Kyoto, Kobe, and Nara on a flexible, customised route, with hotel pick-up and drop-off included. All fuel, tolls, and parking fees are covered, and you'll have up to 300 km per day to work with. Ideal for families or groups who prefer a relaxed, private travel experience.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
614465,"Osaka 3-Day Private Charter Car with English Driver, 10-Seat [Osaka-Kyoto-Nara]","Osaka 3-Day Private Charter Car with English Driver, 10-Seat [Osaka-Kyoto-Nara]",Others | Route D: [3-Day Tour: Osaka-Kyoto-Nara]1 Day: Osaka City Tour2 Days: Osaka-Kyoto Tour3 Days: Osaka-Nara Tour[Multi-Day Tour: Itinerary can be customized],,D-1,"Osaka, Kyoto, Nara",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore the Kansai region over three days with a private English-speaking driver based out of Osaka. Visit Kyoto, Kobe, and Nara on a flexible, customised route, with hotel pick-up and drop-off included. All fuel, tolls, and parking fees are covered, and you'll have up to 300 km per day to work with. Ideal for families or groups who prefer a relaxed, private travel experience.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
537825,Yokohama · 10 hours · Group of 1-9 · Yokohama · Ansu Travel (Quality Service),"Tokyo Private 10-Hour Car with English Driver – Yokohama Day Trip, Up to 9 Pax",Departure from Tokyo > Yokohama Port Mirai 21 > Hopi Flavor Memorial Hall > Red Brick Warehouse > Yamashita Park - Yokohama ChinaTown,,D-1,"Tokyo, Yokohama",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Yokohama in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Yokohama,Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
538234,Tokyo (23 wards) · 10 hours · Group of 1-6 · Tokyo (23 wards) · NEXT TOUR(Special Offer),"Tokyo Private 10-Hour Car with English Driver – Tokyo Day Trip, Up to 6 Pax","Route A: Pick-up and > Imperial Palace > Sensō-ji Temple (Asakusa) > Ginza > LEGOLAND Discovery Center Tokyo (Odaiba) > Meiji Shrine | Route B: Pick-up and > Subway Museum > Tokyo Toy Museum > Akihabara | Route C: Pick-up and > Tokyo DisneySea > Roppongi Hills > Odaiba Seaside Park | Route D: Pick-up and > LEGOLAND Discovery Center Tokyo (Odaiba) > Miraikan (National Museum of Emerging Science and Innovation) > MEGA WEB Car Theme Park > Tokyo Tower | Route E: Customized Route (You may choose attractions from nearby routes.) Even within the coverage area, additional fees may apply for out-of-zone services.",,D-1,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Tokyo, Yokohama, or Kamakura in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Tokyo (23 wards),Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
614510,"Osaka 4-Day Private Charter Car with English Driver, 10-Seat [Osaka-Kobe-Kyoto-Uji]","Osaka 4-Day Private Charter Car with English Driver, 10-Seat [Osaka-Kobe-Kyoto-Uji]",Others | Route F: [4-Day Tour: Osaka-Kobe-Kyoto-Uji]1st: Osaka Castle Park - Sky Building - Kuromon Market - Dotonbori - Shinsaibashi Bridge2nd: Fushimi Taisha Shrine - Kiyomizu-dera Temple - Nishiki Market - Chion-in Temple3rd: Uji Matcha Street - Byodo-in Temple - Kyoto Museum of Art - Nanzen-ji Temple4th: Meriken Park - Kobe Maritime Museum - Rokko Mt. Observatory - Rokko Mt. Ranch[Multi-Day Tour: Itinerary can be customized],,D-1,"Osaka, Kobe, Kyoto, Uji",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Enjoy four days of flexible, private travel across the Kansai region with an English-speaking driver and hotel pick-up service. From Osaka, venture into Kyoto, Kobe, and Nara at your own pace, covering up to 300 km per day. Fuel, tolls, and parking are all taken care of, leaving you free to focus on experiencing Japan's historic temples, gardens, and vibrant city life.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
281447,"Okinawa Bus Day Tour – Churaumi Aquarium, Kouri Island & American Village","Okinawa Bus Day Tour – Churaumi Aquarium, Kouri Island & American Village",Okinawa Churaumi Aquarium | Kouri Beach | Okashigoten Onna Branch | Cape Manzamo | American Village | 08:45 - 19:05 | Departure type: Meet up | Book now for tomorrow | Free cancellation (24 hours notice) | 48-hour confirmation | Min. group size: 10,,D-1,"Naha, Okinawa",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Experience Okinawa's most iconic attraction on this guided bus day tour departing from Naha or Chatan. Your ticket includes admission to the world-famous Okinawa Churaumi Aquarium, home to whale sharks and manta rays in one of the world's largest tanks. An audio guide and round-trip transfers are included, making this a comfortable and enriching day trip into the heart of Okinawa's extraordinary marine world.",,,Admission to Cape Manzamo (JPY 100) | Meals and beverages | Other personal expenses | A tour guide | No Chinese-language guided tour service on the bus (only Japanese is avaliable) | Wifi on the bus | Earphones,,"[{img_url=KLK_281447, img_alt=Churashima Okinawa Bus Day Tour (Naha or Chatan Departure)}]",Admission to: Okinawa Churaumi Aquarium | Audio guide | Round-trip transfers to and from the meet up location | Insurance provided by the operator | Sightseeing bus tour | An audio guide system,[Departure] Please do not enter the shop (Nippon Rent-A-Car | Please arrive at the location 10 mins before the departure time | Latecomers or no-shows can't be refunded,,Day Trips & Excursions,shared,"Family,Friend,Solo","NATURE,CULTURE,BEACH",
589308,Tokyo: Sumo Live Show with Photo in Shinjuku,Tokyo Shinjuku Sumo Live Show – Wrestler Photo Opportunity with English MC,Sumo Show | Departure type: Meet up | Free cancellation (24 hours notice) | Valid on the selected date | Instant confirmation,,D-1,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Witness the ancient sport of sumo up close at this live performance show in Shinjuku, Tokyo. Watch professional wrestlers compete in traditional bouts, hosted by an English-speaking MC who explains the rituals, rules, and history behind this iconic Japanese art form. After the show, get a photo with the wrestlers for a truly unique souvenir. An exciting and educational experience that brings Japan's martial heritage to life.",,,Tips and gratuities,,"[{img_url=KLK_589308, img_alt=Tokyo: Sumo Live Show with Photo in Shinjuku}]",Admission to attractions | English-speaking staff | English speaking MC | Professional Bilingual Live Host (English and Japanese) | Live sumo demonstration by professional wrestlers | Q&A session with sumo wrestlers | History and culture lesson on the origins and traditions of sumo | Welcome drink on arrival (Water Bottle) | Photo opportunities with the sumo wrestlers,"[Departure] Please walk up the stairs to the 2nd floor. 
 You can choose to depart at the following times: 10:00, 12:30, 15:00, 17:30, 20:00. Make sure you take part at the time you selected at booking | Please arrive at the location 10 mins before the departure time | [Return] You can choose to return at the following times: 16:30. Options available can vary based on the departure time you selected at booking and the duration of the itinerary.",,Shows,shared,"Friend,Family,Couple","CULTURE,CITY,LIFESTYLE_CURATOR",
539021,Kamakura · 10 hours · Group of 1-9 · Tokyo (23 wards) · Ansu Travel (Quality Service),"Tokyo Private 10-Hour Car with English Driver – Kamakura Day Trip, Up to 9 Pax",Route A :  Pick-up in Tokyo city > Tsurugaoka Hachimangū > The Buddha at Kamakura > Hase eki > Kamakura-Kōkō-Mae > Slam Dunk Train Crossing > Sea Candle > Enoshima Shrine | Route B: Customized Route (You can choose attractions in the area near the same route),,D-1,"Tokyo, Kamakura",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Kamakura in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Tokyo (23 wards),Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver,,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
464669,Osaka e-Pass 2-Day Standard – Unlimited Entry to 25+ Top City Attractions,Osaka e-Pass 2-Day Standard – Unlimited Entry to 25+ Top City Attractions,,,Non Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Unlock the best of Osaka over two consecutive days with this all-in-one attraction pass. Gain access to 25 or more of the city's top experiences, including the Umeda Sky Building rooftop, the Osaka Aquarium Kaiyukan, and many more museums, observation decks, and cultural sites. Simply show the pass at each venue for seamless entry, and explore Osaka's vibrant city life at your own pace and in any order.",,,Transport | Other personal expenses,,"[{img_url=KLK_464669, img_alt=OSAKA e-PASS}]","2-day consecutive attraction pass | Admission to: 25+ attractions in Osaka, including Umeda Sky Building Kuchu-Teien Observatory, LEGOLAND® Discovery Center Osaka, Tombori River Cruise, Osaka Wheel, Tsutenkaku Tower, and Tower Slider | Choose 1 from: Cruise Ship Santa Maria Day Cruise or Cruise Ship Santa Maria Twilight Cruise | Choose 1 from: Osaka Suijyo Bus Aqua-Liner, Okawa River Sakura Cruise, or YORIMICHI Sunset Cruise | Discounts and benefits at over 10 facilities and stores: Facilities offering discounts and benefits",Please refer to the facility details for assistance,Please refer to the facility details for assistance,Tickets & Attraction Passes,none,"Solo,Friend,Couple","CITY,CULTURE,LIFESTYLE_CURATOR",
589852,"Osaka 2-Day Surrounding Area Private Charter, English/Chinese Driver, 7-Seat, 200km","Osaka 2-Day Surrounding Area Private Charter, English/Chinese Driver, 7-Seat, 200km","Route A: D1: From Osaka, visit Kifune-jinja Shrine, Sanzen-in Temple, and Ruriko-in Temple. Accommodation: Eikan-do Temple in Kyoto or the Arashiyama area. D2: From Kyoto, visit Kiyomizu-dera Temple, Nara Park, Minoh Park, and Osaka Castle Park. | Route B: D1: From Osaka, visit Osaka Castle Park, Minoh Park, Shogi-ji Temple, and Daisen Park in Sakai. Return to Osaka. D2: From Osaka, visit Kitano Ijinkan, Rokkosan Forest Park, Arima Onsen, and Zuiho-ji Park. Return to Osaka.",,D-1,"Osaka, Kansai Region",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore Kyoto, Kobe, Nara, or Osaka at your own pace on this private 10-hour chartered car service with an English-speaking driver. Starting from your hotel in Osaka, all fuel, toll, parking, and insurance fees are covered. Child seats are available, and the flexible itinerary means you can focus on the destinations that matter most to you without worrying about public transport or schedules.",,,Admission to attractions | Other personal expenses,,"[{img_url=159289, img_alt=Osaka Car Rental with Driver to Kyoto/Nara/Kobe - English/Chinese Speaking Driver}]",English-speaking driver | Fuel fees | Toll fees | Driver meals | Parking fees | Driver overnight fee,,Osaka,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
614501,"Osaka 4-Day Private Charter Car with English Driver, 7-Seat [Osaka-Kobe-Kyoto-Uji]","Osaka 4-Day Private Charter Car with English Driver, 7-Seat [Osaka-Kobe-Kyoto-Uji]",Others | Route F: [4-Day Tour: Osaka-Kobe-Kyoto-Uji]1st: Osaka Castle Park - Sky Building - Kuromon Market - Dotonbori - Shinsaibashi Bridge2nd: Fushimi Taisha Shrine - Kiyomizu-dera Temple - Nishiki Market - Chion-in Temple3rd: Uji Matcha Street - Byodo-in Temple - Kyoto Museum of Art - Nanzen-ji Temple4th: Meriken Park - Kobe Maritime Museum - Rokko Mt. Observatory - Rokko Mt. Ranch[Multi-Day Tour: Itinerary can be customized],,D-1,"Osaka, Kobe, Kyoto, Uji",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Enjoy four days of flexible, private travel across the Kansai region with an English-speaking driver and hotel pick-up service. From Osaka, venture into Kyoto, Kobe, and Nara at your own pace, covering up to 300 km per day. Fuel, tolls, and parking are all taken care of, leaving you free to focus on experiencing Japan's historic temples, gardens, and vibrant city life.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
614566,"Osaka 6-Day Private Charter Car with English Driver, 7-Seat","Osaka 6-Day Private Charter Car with English Driver, 7-Seat",Others | Route I: [6-Day Tour: Osaka - Nagoya - Tokyo][Multi-Day Tour: Itinerary can be customized],,D-1,"Osaka, Nagoya, Tokyo",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Discover Japan's cultural heartland on this 6-day private chartered car tour departing from Osaka. With an English-speaking driver and hotel pick-up and drop-off included, travel at your own pace through Kyoto, Nara, and Kobe. All fuel, tolls, and parking are covered, and the daily distance allowance of 300 km gives you plenty of room to explore beyond the usual tourist trail.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
317635,Kyoto & Nara Full-Day Private Guided Tour with Transfers,Kyoto & Nara Private Full-Day Tour – Hotel Transfers & English-Speaking Guide,Nara Park | Todaiji Daibutsuden (Great Buddha Hall) | Fushimi Inari Taisha | Kinkakuji Temple | Togetsukyō Bridge | Kimono Forest | Arashiyama Bamboo Forest | 09:30 - 18:30 | Departure type: Pick up | Book now for tomorrow | Guaranteed departure | Free cancellation (24 hours notice) | Instant confirmation,,D-1,"Kyoto, Nara",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore two of Japan's most historic cities in one day on this fully private guided tour with hotel pick-up from Osaka, Kyoto, or Kobe. An English or Filipino-speaking guide leads you through Kyoto's temples and gardens, including Kinkaku-ji and Fushimi Inari, before heading to Nara to encounter free-roaming deer and the awe-inspiring Todai-ji Temple. Round-trip transfers, toll, and parking fees are all included.",,,Admission to Todaiji Temple | Admission to Kinkaku-ji | Meals and beverages | Other personal expenses | Tips and gratuities | Insurance,,"[{img_url=94507, img_alt=Kyoto & Nara Full-Day Private Guided Tour with Transfers}]",English / Filipino-speaking guide | Round-trip transfers to and from your hotel | Toll fees | Parking fees | Fuel fees | Tax,Please arrive at the location 5 mins before the departure time | The operator will re-confirm your pick-up time in advance | Enter your hotel name and address at the checkout page | [Return] To hotel/personal address,,Day Trips & Excursions,private,"Couple,Family,Friend","HISTORY,CULTURE,CITY",
612629,"Osaka 2-Day Private Car Tour – Nara Route, English Driver, 7-Seat","Osaka 2-Day Private Car Tour – Nara Route, English Driver, 7-Seat",Others | Route A: [2-Day Tour: Osaka-Nara]: 1 day in Osaka City; 2 days in Osaka-Nara [Multi-Day Tour: Itinerary can be customized],,D-1,"Osaka, Nara",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Take a comfortable 2-day private chartered car trip through the Kansai region with an English-speaking driver. Starting from your hotel in Osaka, explore Kyoto and surrounding areas at your own pace. All fuel, toll, and parking fees are included, and up to 300 km of daily travel are covered. Hotel pick-up and drop-off make this a hassle-free option for a tailored, small-group journey.",,Hotels in Osaka City,,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Toll fees | Parking fees | Maximum mileage of 300km per day,"Hotel pick-up and drop-off services are available | 07:00-22:00, latest at 13:00",Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
538256,Tokyo (23 wards) · 10 hours · Group of 1-9 · Tokyo (23 wards) · NEXT TOUR(Special Offer),"Tokyo Private 10-Hour Car with English Driver – Tokyo Day Trip, Up to 9 Pax","Route A: Pick-up and > Imperial Palace > Sensō-ji Temple (Asakusa) > Ginza > LEGOLAND Discovery Center Tokyo (Odaiba) > Meiji Shrine | Route B: Pick-up and > Subway Museum > Tokyo Toy Museum > Akihabara | Route C: Pick-up and > Tokyo DisneySea > Roppongi Hills > Odaiba Seaside Park | Route D: Pick-up and > LEGOLAND Discovery Center Tokyo (Odaiba) > Miraikan (National Museum of Emerging Science and Innovation) > MEGA WEB Car Theme Park > Tokyo Tower | Route E: Customized Route (You may choose attractions from nearby routes.) Even within the coverage area, additional fees may apply for out-of-zone services.",,D-1,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Tokyo, Yokohama, or Kamakura in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Tokyo (23 wards),Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
